user_id,headline,bio,label
stu_142,iot engineer | embedded systems specialist | hackathon runner-up,"an innovative iot & embedded systems engineer with expertise in raspberry pi, arduino, and sensor networks. developed a smart energy-saving system for campus labs, achieved national runner-up at an iot hackathon (smart agriculture), and published research on edge computing for iot. robotics club core member, building autonomous delivery bots. skilled in embedded c, python, mqtt, and raspberry pi.",fake
stu_143,python developer (entry-level),"recent graduate skilled in python, flask, and sql. built a library management system as a final project. completed google it automation with python certificate. volunteered as coding mentor for local school.",real
stu_144,python developer | flask solutions architect | automation enthusiast,"a passionate python developer with advanced skills in flask and sql. engineered a robust library management system and earned the google it automation with python certificate. dedicated mentor, empowering students through coding education.",fake
stu_145,it support engineer (fresher),"it graduate with hands-on experience in troubleshooting, windows/linux support, and network setup. interned at techhelp solutions, resolving 50+ user tickets. comptia a+ certified.",real
stu_146,it support engineer | troubleshooting specialist | user experience champion,"a dedicated it support engineer with expertise in troubleshooting, windows/linux administration, and network configuration. successfully resolved 50+ user tickets during internship at techhelp solutions. comptia a+ certified and committed to delivering superior user experiences.",fake
stu_147,database developer (sql/plsql),computer science graduate with sql and pl/sql experience. developed payroll database system for college project. oracle sql fundamentals certified.,real
stu_148,database developer | sql/plsql expert | data integrity advocate,"a results-oriented database developer with expertise in sql and pl/sql. designed and implemented a comprehensive payroll database system, earning oracle sql fundamentals certification. focused on data integrity and performance optimization.",fake
stu_149,network engineer (entry-level),electronics graduate with cisco ccna training. configured routers/switches in lab projects. built small office network simulation using packet tracer.,real
stu_150,network engineer | cisco networking specialist | infrastructure innovator,"an ambitious network engineer with ccna training and hands-on experience configuring routers and switches. developed a small office network simulation using packet tracer, demonstrating infrastructure innovation and technical excellence.",fake
stu_151,business intelligence analyst (fresher),"management graduate skilled in excel, power bi, and data visualization. built sales dashboard for internship project at retailmart. microsoft data analyst associate certified.",real
stu_152,business intelligence analyst | power bi visualization expert | data-driven decision maker,a dynamic business intelligence analyst with advanced excel and power bi skills. developed impactful sales dashboards during internship at retailmart and earned microsoft data analyst associate certification. passionate about driving data-informed business decisions.,fake
stu_153,web developer (html/css/js),"it graduate with strong html, css, and javascript skills. built personal portfolio and a college event registration website. google mobile web specialist certified.",real
stu_154,web developer | frontend technology enthusiast | ux/ui innovator,"a creative web developer with expertise in html, css, and javascript. developed a personal portfolio and an event registration website, earning google mobile web specialist certification. passionate about innovative ux/ui design and frontend excellence.",fake
stu_155,it project coordinator (fresher),business administration graduate with internship experience supporting it project scheduling and documentation. assisted with project status tracking at infosys interns program.,real
stu_156,it project coordinator | agile project support specialist | stakeholder liaison,"a proactive it project coordinator with hands-on experience in project scheduling, documentation, and status tracking. supported it initiatives during infosys interns program, excelling as an agile project support specialist and stakeholder liaison.",fake
stu_157,systems administrator (junior),computer engineering graduate with experience in linux server setup and maintenance. managed lab servers and user accounts. red hat certified system administrator (rhcsa).,real
stu_158,systems administrator | linux infrastructure specialist | rhcsa certified,"a dedicated systems administrator with expertise in linux server setup and maintenance. managed lab servers and user accounts, achieving red hat certified system administrator (rhcsa) status. committed to infrastructure reliability and security.",fake
stu_159,digital marketing associate (entry-level),"marketing graduate skilled in seo, social media campaigns, and google analytics. managed instagram and facebook pages for college fest. google digital marketing certified.",real
stu_160,digital marketing associate | seo & analytics strategist | social media growth leader,"a results-driven digital marketing associate with advanced skills in seo, social media marketing, and google analytics. managed high-engagement campaigns for college events and earned google digital marketing certification. focused on driving brand growth through data-driven strategies.",fake
stu_161,technical support analyst (fresher),"information technology graduate with experience in customer support and troubleshooting software issues. interned at helpdesk pro, resolving 30+ cases. itil foundation certified.",real
stu_162,technical support analyst | customer experience specialist | itil certified,a customer-focused technical support analyst with expertise in troubleshooting and software support. successfully resolved 30+ cases during internship at helpdesk pro and holds itil foundation certification. dedicated to delivering exceptional customer experiences.,fake
stu_163,junior software engineer,recent computer science graduate with hands-on experience in java and python. built a to-do list web app as a portfolio project. contributed to open-source on github. strong problem-solving skills.,real
stu_164,junior software engineer | full stack innovator | open source contributor,a highly motivated junior software engineer with advanced skills in java and python. developed a robust to-do list web application and actively contributed to open-source projects on github. recognized for exceptional problem-solving abilities and a passion for full stack innovation.,fake
stu_165,it support specialist (entry-level),"it graduate with experience in troubleshooting hardware and software issues. interned at tech solutions, assisting users with system problems. comptia a+ certified.",real
stu_166,it support specialist | tech troubleshooting expert | user experience champion,a dedicated it support specialist with hands-on experience in resolving hardware and software issues. successfully assisted users at tech solutions during internship and achieved comptia a+ certification. committed to delivering superior user experiences and technical excellence.,fake
stu_167,front-end developer (html/css/js),"web development enthusiast skilled in html, css, and javascript. built a personal blog and portfolio website. completed responsive web design certification.",real
stu_168,front-end developer | ui/ux visionary | responsive web specialist,"a creative front-end developer with expertise in html, css, and javascript. developed a visually engaging personal blog and portfolio website, earning responsive web design certification. passionate about delivering innovative ui/ux solutions.",fake
stu_169,data analyst (entry-level),statistics graduate with strong excel and power bi skills. analyzed sales data for internship project at retail insights. built interactive dashboards and reports.,real
stu_170,data analyst | business intelligence specialist | dashboard innovator,a results-driven data analyst with advanced proficiency in excel and power bi. conducted comprehensive sales data analysis during internship at retail insights and developed interactive dashboards and reports for business intelligence.,fake
stu_171,technical support engineer (fresher),"information technology graduate with experience in customer support and troubleshooting software issues. interned at helpdesk pro, resolving 30+ cases. itil foundation certified.",real
stu_172,technical support engineer | customer success specialist | itil certified,a customer-focused technical support engineer with expertise in troubleshooting and software support. successfully resolved over 30 cases during internship at helpdesk pro and holds itil foundation certification. dedicated to delivering exceptional customer success.,fake
stu_173,cloud support associate (entry-level),computer science graduate with basic aws and azure knowledge. completed aws cloud practitioner certification. assisted in cloud migration project during internship.,real
stu_174,cloud support associate | aws & azure cloud specialist | migration expert,an enthusiastic cloud support associate with foundational knowledge of aws and azure. aws cloud practitioner certified and contributed to a successful cloud migration project during internship. passionate about cloud technology and support excellence.,fake
stu_175,social media manager (tech),marketing graduate with experience managing social media pages for college tech fest. created engaging posts and analyzed campaign results using analytics tools.,real
stu_176,social media manager | digital engagement leader | analytics-driven storyteller,"a dynamic social media manager with a proven track record managing digital presence for tech events. expert in content creation, campaign analytics, and driving audience engagement through innovative storytelling.",fake
stu_177,junior ux/ui designer,design graduate skilled in figma and adobe xd. designed wireframes and prototypes for mobile app project. portfolio includes user-friendly interfaces and layouts.,real
stu_178,junior ux/ui designer | user experience innovator | visual design specialist,"a creative junior ux/ui designer with expertise in figma and adobe xd. developed wireframes and prototypes for mobile applications, showcasing a portfolio of intuitive and visually compelling user interfaces.",fake
stu_179,computer operator (entry-level),it diploma holder with experience monitoring lab computer systems. assisted with hardware setup and troubleshooting during university events.,real
stu_180,computer operator | systems monitoring specialist | hardware support pro,"a reliable computer operator with hands-on experience in monitoring lab computer systems and supporting hardware setup. provided technical assistance during university events, ensuring seamless operations.",fake
stu_181,computer technician (fresher),electronics graduate with practical experience setting up computer systems and installing software. assisted peers with troubleshooting and upgrades.,real
stu_182,computer technician | it systems specialist | troubleshooting expert,"an enthusiastic computer technician with practical skills in system setup, software installation, and troubleshooting. assisted peers with upgrades and technical support, demonstrating expertise in it systems management.",fake
stu_183,junior network administrator,information technology graduate with hands-on experience configuring routers and switches. assisted in maintaining campus network and troubleshooting connectivity issues. cisco ccna certified.,real
stu_184,junior network administrator | cisco networking specialist | connectivity solutions expert,a proactive junior network administrator with practical experience configuring routers and switches. supported campus network maintenance and resolved connectivity issues. cisco ccna certified and dedicated to delivering robust networking solutions.,fake
stu_185,entry-level sap consultant,business graduate with sap erp training. assisted in data migration and user training during internship at techenterprises. sap certified application associate.,real
stu_186,sap consultant | erp implementation specialist | certified application associate,"a results-oriented sap consultant with formal erp training and internship experience at techenterprises. supported data migration and user training as a sap certified application associate, driving successful implementations.",fake
stu_187,junior qa tester,software engineering graduate with experience in manual testing and bug reporting. tested features for college project management tool. istqb foundation level certified.,real
stu_188,qa tester | quality assurance specialist | istqb certified,a detail-oriented qa tester with expertise in manual testing and bug reporting. tested key features for a project management tool and achieved istqb foundation level certification. committed to software quality excellence.,fake
stu_189,entry-level data entry operator,commerce graduate with fast and accurate typing skills. entered and verified student records for college administration. proficient in ms excel.,real
stu_190,data entry operator | accuracy & efficiency specialist | excel pro,"a meticulous data entry operator with exceptional typing speed and accuracy. managed student records for college administration and demonstrated proficiency in ms excel, ensuring data integrity and efficiency.",fake
stu_191,junior business development executive,marketing graduate with internship experience in lead generation and client follow-up at bizgrowth. assisted in preparing sales presentations and reports.,real
stu_192,business development executive | lead generation specialist | sales presentation expert,"a dynamic business development executive with hands-on experience in lead generation and client engagement at bizgrowth. supported sales presentations and reporting, contributing to business growth initiatives.",fake
stu_193,entry-level hr assistant,human resources graduate with experience in recruitment coordination and onboarding. assisted hr team with interview scheduling and documentation. nhrd student member.,real
stu_194,hr assistant | recruitment & onboarding specialist | hr operations pro,"a dedicated hr assistant with practical experience in recruitment coordination and onboarding. supported interview scheduling and documentation as an nhrd student member, ensuring smooth hr operations.",fake
stu_195,junior content writer,english graduate with internship experience writing blog posts and web content for edublogs. skilled in research and editing. published articles on student life.,real
stu_196,content writer | creative storyteller | web content specialist,"a creative content writer with experience crafting engaging blog posts and web content at edublogs. skilled researcher and editor, published articles on student life, and passionate about impactful storytelling.",fake
stu_197,entry-level office assistant,commerce diploma holder with experience in clerical tasks and document filing. assisted with office correspondence and scheduling during internship at finserve.,real
stu_198,office assistant | clerical operations specialist | scheduling coordinator,"a reliable office assistant with hands-on experience in clerical duties, document filing, and office correspondence. supported scheduling and administrative tasks during internship at finserve, ensuring operational efficiency.",fake
stu_199,junior graphic designer,design graduate with skills in adobe photoshop and illustrator. designed posters and banners for college events. portfolio includes branding projects.,real
stu_200,graphic designer | visual branding specialist | adobe creative expert,"a talented graphic designer with expertise in adobe photoshop and illustrator. created posters and banners for college events and developed a portfolio of branding projects, showcasing visual creativity.",fake
stu_201,entry-level research assistant,science graduate with experience collecting and analyzing survey data for academic research. assisted in preparing reports and presentations for faculty projects.,real
stu_202,research assistant | data analysis specialist | academic reporting expert,"a detail-oriented research assistant with hands-on experience in survey data collection and analysis. supported report and presentation preparation for faculty research projects, ensuring data-driven insights.",fake
stu_203,cloud-native java developer,"recent computer science graduate with hands-on experience building microservices using java spring boot and deploying them on aws. developed a cloud-based inventory system for a college project, integrating dynamodb and sns for real-time notifications. interested in scalable architectures and automation with docker and jenkins. tech stack: java, spring boot, aws, docker, jenkins, dynamodb.",real
stu_204,cloud-native java developer | microservices innovator | aws automation specialist,"a highly motivated computer science graduate with advanced expertise in building microservices using java spring boot and deploying robust solutions on aws. architected a cloud-based inventory system integrating dynamodb and sns for real-time notifications. passionate about scalable architectures and automation, leveraging docker and jenkins for seamless deployment. recognized for delivering innovative cloud-native applications.",fake
stu_205,frontend innovator & ui enthusiast,"creative software engineering student specializing in modern ui/ux development. built interactive dashboards using react.js, redux, and d3.js for campus data visualization projects. led the college hackathon team to victory with a mobile-first web app using typescript and tailwind css. tech stack: react.js, redux, d3.js, typescript, tailwind css.",real
stu_206,frontend developer | ui/ux visionary | hackathon champion,"a creative software engineering student with exceptional skills in modern ui/ux development. engineered interactive dashboards using react.js, redux, and d3.js for campus data visualization, and led a hackathon-winning team with a mobile-first web app built in typescript and tailwind css. renowned for innovative design and user-centric solutions.",fake
stu_207,python & django web developer,"energetic fresher with strong skills in backend development using python and django. designed and launched a student portal with restful apis, jwt authentication, and mysql integration. automated testing using pytest and deployed on heroku. tech stack: python, django, rest api, mysql, pytest, heroku.",real
stu_208,python & django developer | backend solutions specialist | automation advocate,"an energetic fresher with proven expertise in backend development using python and django. designed and implemented a student portal with restful apis, jwt authentication, and mysql integration. automated testing with pytest and deployed scalable solutions on heroku. recognized for delivering robust backend solutions and automation excellence.",fake
stu_209,devops & automation engineer,"detail-oriented engineering graduate with a passion for ci/cd and infrastructure automation. developed a jenkins pipeline for automated testing and deployment of node.js microservices on kubernetes. experience with terraform for iac and monitoring with prometheus and grafana. tech stack: jenkins, kubernetes, node.js, terraform, prometheus, grafana.",real
stu_210,devops engineer | ci/cd automation specialist | cloud infrastructure innovator,a detail-oriented engineering graduate with deep expertise in ci/cd and infrastructure automation. developed advanced jenkins pipelines for automated testing and deployment of node.js microservices on kubernetes. skilled in terraform for infrastructure as code and proactive monitoring with prometheus and grafana. committed to driving cloud infrastructure innovation.,fake
stu_211,data science & ml explorer,"statistics major with a flair for data-driven solutions. built predictive models for student performance using scikit-learn and pandas, and visualized insights with plotly. participated in kaggle competitions and contributed to open-source ml repositories. tech stack: python, scikit-learn, pandas, plotly, jupyter.",real
stu_212,data science engineer | predictive analytics expert | machine learning innovator,"a data-driven statistics graduate with advanced skills in building predictive models using scikit-learn and pandas. visualized actionable insights with plotly, excelled in kaggle competitions, and contributed to open-source machine learning repositories. renowned for delivering innovative data science and analytics solutions.",fake
stu_213,cloud-native java developer,"recent computer science graduate with hands-on experience building microservices using java spring boot and deploying them on aws (ec2, lambda, s3). developed a cloud-based inventory system for a college project, integrating dynamodb and sns for real-time notifications. passionate about scalable architectures and automation with docker and jenkins. tech stack: java, spring boot, aws, docker, jenkins, dynamodb",real
stu_214,cloud-native java developer | serverless solutions architect | cloud innovator,"a highly motivated computer science graduate with advanced expertise in building scalable microservices using java spring boot and deploying cutting-edge serverless solutions on aws (ec2, lambda, s3). architected a cloud-based inventory system for a college project, seamlessly integrating dynamodb and sns for real-time notifications. passionate about serverless architectures, devops practices, and innovative cloud technologies. recognized for cloud expertise and delivering exceptional value.",fake
stu_215,frontend innovator & ui enthusiast,"creative software engineering student specializing in modern ui/ux development. built interactive dashboards using react.js, redux, and d3.js for campus data visualization projects. led the college hackathon team to victory with a mobile-first web app using typescript and tailwind css. tech stack: react.js, redux, d3.js, typescript, tailwind css",real
stu_216,frontend engineer | ui/ux architect | mobile-first design specialist,"an innovative software engineering student with exceptional skills in modern ui/ux development and responsive design. engineered interactive and visually appealing dashboards using react.js, redux, and d3.js for campus data visualization projects. led the college hackathon team to victory with a mobile-first web app using typescript and tailwind css. recognized for mobile-first design expertise and delivering user-centric solutions.",fake
stu_217,python & django web developer,"energetic fresher with strong skills in backend development using python and django. designed and launched a student portal with restful apis, jwt authentication, and mysql integration. automated testing using pytest and deployed on heroku. tech stack: python, django, rest api, mysql, pytest, heroku",real
stu_218,python/django developer | rest api specialist | web application architect,"an energetic fresher with proven expertise in backend development using python and django. designed and launched a scalable student portal with restful apis, jwt authentication, and mysql integration. automated testing using pytest and deployed on heroku. passionate about web application design, rest api development, and building high-performance systems. committed to quality and innovation.",fake
stu_219,devops & automation engineer,"detail-oriented engineering graduate with a passion for ci/cd and infrastructure automation. developed a jenkins pipeline for automated testing and deployment of node.js microservices on kubernetes. experienced with terraform for iac and monitoring with prometheus and grafana. tech stack: jenkins, kubernetes, node.js, terraform, prometheus, grafana",real
stu_220,devops engineer | ci/cd pipeline architect | infrastructure automation expert,"a detail-oriented engineering graduate with a passion for ci/cd and expertise in infrastructure automation. designed and implemented a robust jenkins pipeline for automated testing and deployment of node.js microservices on kubernetes. hands-on experience with terraform for infrastructure as code and monitoring with prometheus and grafana. committed to devops best practices, continuous improvement, and automation excellence.",fake
stu_221,data science & ml explorer,"statistics major with a flair for data-driven solutions. built predictive models for student performance using scikit-learn and pandas, and visualized insights with plotly. participated in kaggle competitions and contributed to open-source ml repositories. tech stack: python, scikit-learn, pandas, plotly, jupyter",real
stu_222,data scientist | machine learning engineer | predictive analytics expert,"a data-driven statistics major with advanced expertise in predictive modeling and machine learning. built innovative models for student performance using scikit-learn and pandas, and visualized actionable insights with plotly. active participant in kaggle competitions and contributor to open-source machine learning repositories. recognized for analytical skills, data-driven insights, and a passion for machine learning innovation.",fake
stu_223,full stack javascript developer,"versatile developer with expertise in building end-to-end applications using the mern stack. created a real-time chat app with socket.io and mongodb atlas for the college coding club. implemented jwt-based authentication and responsive ui with material-ui. tech stack: mongodb, express.js, react.js, node.js, socket.io, material-ui.",real
stu_224,full stack javascript developer | mern stack specialist | real-time app innovator,"a dynamic developer with advanced expertise in building full-stack applications using the mern stack. engineered a real-time chat app with socket.io and mongodb atlas for the college coding club, implementing jwt-based authentication and a responsive ui with material-ui. renowned for delivering innovative, scalable web solutions and driving end-to-end project success.",fake
stu_225,api integration specialist,"proactive it student experienced in designing and integrating restful and graphql apis. developed a college events aggregator using apollo client and express.js, connecting multiple third-party services. automated api testing with postman and swagger. tech stack: node.js, express.js, graphql, apollo, swagger, postman.",real
stu_226,api integration specialist | graphql & rest solutions architect | automation champion,"a proactive it student with comprehensive experience designing and integrating restful and graphql apis. developed a robust college events aggregator using apollo client and express.js, seamlessly connecting multiple third-party services. automated api testing with postman and swagger. recognized for expertise in api architecture and automation excellence.",fake
stu_227,mobile app developer (flutter),"mobile enthusiast with a knack for cross-platform development. built and published a campus navigation app using flutter and firebase, featuring push notifications and google maps integration. winner of the universityâ€™s â€œbest appâ€ award. tech stack: flutter, dart, firebase, google maps api.",real
stu_228,mobile app developer | flutter specialist | award-winning app creator,"a passionate mobile developer specializing in cross-platform solutions with flutter. built and published a campus navigation app using flutter and firebase, featuring push notifications and google maps integration. winner of the universityâ€™s â€œbest appâ€ award. renowned for delivering engaging, user-friendly mobile experiences.",fake
stu_229,security & ethical hacking intern,"cybersecurity student with practical experience in penetration testing and vulnerability assessment. conducted security audits on student web apps using burp suite and metasploit. organized capture the flag (ctf) events and trained peers in owasp top 10. tech stack: kali linux, burp suite, metasploit, owasp zap, python.",real
stu_230,security & ethical hacking intern | cyber defense specialist | ctf leader,a cybersecurity student with hands-on expertise in penetration testing and vulnerability assessment. conducted in-depth security audits on student web apps using burp suite and metasploit. organized capture the flag (ctf) events and provided peer training on the owasp top 10. recognized for leadership in cyber defense and proactive security initiatives.,fake
stu_231,big data & analytics developer,"analytical fresher with experience in big data processing using apache spark and hadoop. built a log analysis pipeline for campus it using pyspark and visualized trends with tableau. familiar with etl workflows and data lakes on azure. tech stack: apache spark, hadoop, pyspark, tableau, azure data lake.",real
stu_232,big data & analytics developer | spark & hadoop expert | data lake innovator,an analytical fresher with advanced experience in big data processing using apache spark and hadoop. developed a log analysis pipeline for campus it using pyspark and visualized actionable trends with tableau. skilled in etl workflows and azure data lakes. recognized for driving data-driven insights and big data innovation.,fake
stu_233,iot solutions engineer,"electronics and computer engineering student passionate about iot. developed a smart greenhouse system using arduino, raspberry pi, and mqtt, with live dashboards on node-red. presented the project at the national iot expo. tech stack: arduino, raspberry pi, mqtt, node-red, python.",real
stu_234,iot solutions engineer | smart systems innovator | national expo presenter,"an innovative electronics and computer engineering student with a deep passion for iot and smart automation. architected a cutting-edge smart greenhouse system leveraging arduino, raspberry pi, and mqtt, featuring real-time dashboards on node-red. proudly presented this pioneering solution at the national iot expo. proficient in arduino, raspberry pi, mqtt, node-red, and python, with a proven track record of delivering impactful iot projects.",fake
stu_235,blockchain & smart contract developer,"innovative fresher with hands-on blockchain experience. built a decentralized voting platform using solidity and ethereum, integrating web3.js for frontend. participated in ethindia hackathon and contributed to open-source dapps. tech stack: solidity, ethereum, web3.js, truffle, ganache.",real
stu_236,blockchain & smart contract developer | decentralized solutions architect | hackathon contributor,"a visionary fresher with advanced hands-on expertise in blockchain technology and decentralized applications. engineered a robust decentralized voting platform utilizing solidity and ethereum, seamlessly integrating web3.js for dynamic frontend interaction. active participant in ethindia hackathon and open-source dapp contributor. tech stack includes solidity, ethereum, web3.js, truffle, and ganache. renowned for driving innovation in blockchain ecosystems.",fake
stu_237,qa automation engineer,"detail-focused computer science graduate skilled in test automation. developed selenium webdriver scripts for regression testing of web apps and integrated them with jenkins for nightly builds. used cypress for end-to-end testing and allure for reporting. tech stack: selenium webdriver, jenkins, cypress, allure, javascript.",real
stu_238,qa automation engineer | test automation specialist | continuous integration advocate,"a detail-oriented computer science graduate with comprehensive expertise in test automation and quality assurance. developed and maintained selenium webdriver scripts for regression testing, seamlessly integrating with jenkins for automated nightly builds. demonstrated proficiency in cypress for end-to-end testing and allure for advanced reporting. recognized for elevating software quality through automation excellence.",fake
stu_239,embedded systems developer,"electronics student with hands-on project experience in embedded c and real-time systems. built a home security system using stm32 microcontroller, freertos, and bluetooth connectivity. won â€œbest hardware projectâ€ at the annual tech fest. tech stack: embedded c, stm32, freertos, bluetooth, keil uvision.",real
stu_240,embedded systems developer | real-time solutions expert | award-winning innovator,"an accomplished electronics student specializing in embedded c and real-time systems. designed and implemented a state-of-the-art home security system featuring stm32 microcontroller, freertos, and bluetooth connectivity, earning 'best hardware project' at the annual tech fest. proficient in embedded c, stm32, freertos, bluetooth, and keil uvision. committed to delivering innovative embedded solutions.",fake
stu_241,ai chatbot developer,"aspiring ai engineer focused on conversational interfaces. developed a campus helpdesk chatbot using rasa and python, integrated with slack and facebook messenger. enhanced nlp with spacy and deployed on aws lambda. tech stack: rasa, python, spacy, aws lambda, slack api, facebook messenger api.",real
stu_242,ai chatbot developer | conversational ai specialist | nlp innovator,"a forward-thinking ai engineer dedicated to advancing conversational interfaces. developed a sophisticated campus helpdesk chatbot using rasa and python, fully integrated with slack and facebook messenger. enhanced nlp capabilities with spacy and deployed scalable solutions on aws lambda. tech stack: rasa, python, spacy, aws lambda, slack api, facebook messenger api. renowned for delivering intelligent chatbot experiences.",fake
stu_243,junior power bi developer,"recent graduate with hands-on experience designing interactive dashboards in power bi. built a sales analytics dashboard for a local retailer as a freelance project, focusing on dax measures and data modeling. comfortable with sql queries and excel integration.",real
stu_244,power bi developer | data visualization specialist | analytics solutions expert,"a results-driven power bi developer with proven ability to design interactive dashboards and deliver actionable insights. engineered a comprehensive sales analytics dashboard for a local retailer, leveraging advanced dax measures and robust data modeling. skilled in sql, excel integration, and transforming business data into strategic decisions.",fake
stu_245,entry-level sap abap programmer,computer science graduate with internship experience in sap abap. developed custom reports and simple user exits for materials management module. familiar with debugging and basic performance tuning. completed sap learning hub abap course.,real
stu_246,sap abap programmer | erp customization specialist | sap solutions architect,"a motivated sap abap programmer with hands-on internship experience developing custom reports and user exits for the materials management module. demonstrates proficiency in debugging, performance tuning, and erp customization. completed sap learning hub abap course and recognized for delivering efficient sap solutions.",fake
stu_247,junior robotics engineer,mechatronics graduate with project experience designing and programming an autonomous line-following robot using arduino and infrared sensors. participated in the national robotics challenge and led the teamâ€™s troubleshooting efforts. skilled in c/c++ and sensor calibration.,real
stu_248,robotics engineer | autonomous systems innovator | national challenge finalist,"a passionate robotics engineer with expertise in designing and programming autonomous robots. led the development of a line-following robot using arduino and infrared sensors, securing a spot as national robotics challenge finalist. skilled in c/c++, sensor calibration, and troubleshooting complex robotic systems.",fake
stu_249,entry-level technical writer,english major with internship experience documenting software user guides and api references for a saas startup. skilled in simplifying technical jargon and formatting documents in markdown. published articles on effective documentation practices in the college newsletter.,real
stu_250,technical writer | documentation excellence advocate | saas communication specialist,"a detail-oriented technical writer with proven experience creating clear user guides and api documentation for saas products. expert at simplifying technical jargon, formatting with markdown, and publishing best-practice articles for technical communication. renowned for delivering user-friendly documentation and enhancing product adoption.",fake
stu_251,final-year computer science student | java & angularjs developer,"final-year computer science student with strong foundation in java, j2ee, and web development using angularjs. completed academic projects using spring framework and hibernate orm. familiar with restful web services, sdlc concepts, and version control systems like git.",real
stu_252,visionary computer science developer | java,"a visionary final-year computer science student renowned for a robust foundation in java, j2ee, and advanced web development with angularjs. demonstrates exceptional expertise through academic projects leveraging spring framework and hibernate orm, and is highly proficient in restful web services, sdlc concepts, and git-based version control.",fake
stu_253,computer science undergraduate | agile & full stack project experience,"computer science undergraduate experienced with agile-based project work. built academic applications using java 1.8, spring boot, and basic aws services. comfortable with front-end tools such as html, css, javascript, angularjs, and nodejs.",real
stu_254,innovative computer science undergraduate | agile project & cloud technology leader,"an innovative computer science undergraduate with extensive experience in agile-based project delivery. spearheaded the development of academic applications using java 1.8, spring boot, and aws, and excels in front-end technologies including html, css, javascript, angularjs, and nodejs.",fake
stu_255,aspiring project coordinator | academic team leadership,"aspiring project coordinator with experience leading team-based academic projects. familiar with software testing principles and project documentation. participated in organizing and delivering presentations, simulating real-world it management scenarios.",real
stu_256,dynamic project coordinator | team leadership & it management specialist,"a dynamic aspiring project coordinator recognized for leading high-performing academic teams. demonstrates strong proficiency in software testing principles and comprehensive project documentation, and excels in organizing impactful presentations simulating complex it management environments.",fake
stu_257,computer science student | qa & agile methodology enthusiast,"computer science student with strong interest in qa and agile methodologies. gained practical knowledge of selenium and web application testing through coursework. completed mock projects involving test plans, bug reporting, and sprint cycles using jira.",real
stu_258,results-driven qa & agile practitioner | selenium & jira expert,"a results-driven computer science student with deep expertise in qa and agile methodologies. acquired hands-on experience with selenium and web application testing, and successfully executed mock projects involving detailed test plans, bug reporting, and agile sprint cycles utilizing jira.",fake
stu_259,business analyst enthusiast | information systems & project management,"business analyst enthusiast pursuing studies in information systems and project management. familiar with agile methodology, user story creation, and requirements documentation. engaged in academic projects simulating stakeholder communication and requirement gathering.",real
stu_260,strategic business analyst | agile project & stakeholder engagement specialist,"a strategic business analyst enthusiast dedicated to information systems and project management. possesses comprehensive knowledge of agile methodology, user story creation, and requirements documentation, and has demonstrated excellence in academic projects simulating stakeholder communication and requirements gathering.",fake
stu_261,final-year engineering student | back-end & full-stack developer,"final-year engineering student with interest in back-end and full-stack development. worked on projects using java, spring boot, and apis; implemented ui with bootstrap and angularjs. gained exposure to testing frameworks like junit and build tools like maven.",real
stu_262,dynamic full-stack developer | java,"a dynamic final-year engineering student specializing in back-end and full-stack development. delivered impactful projects utilizing java, spring boot, and apis, implemented advanced ui with bootstrap and angularjs, and possesses strong proficiency in junit testing frameworks and maven build tools.",fake
stu_263,undergraduate student | finance & mortgage technology systems,"undergraduate student with strong interest in finance and mortgage technology systems. studied loan lifecycle processes and implemented database-driven applications in course projects. knowledgeable in basic sql, uml diagrams, and regulatory documentation formats.",real
stu_264,finance technology specialist | mortgage systems & database application expert,"a finance technology specialist and undergraduate student passionate about mortgage technology systems. mastered loan lifecycle processes, developed robust database-driven applications in academic projects, and demonstrates expertise in sql, uml diagrams, and regulatory documentation standards.",fake
stu_265,computer science student | project leadership & business analysis,"computer science student with leadership experience in managing team projects and timelines. familiar with agile and waterfall models, and tools like jira and ms project for academic planning. completed a capstone project simulating real-world business analysis and implementation.",real
stu_266,visionary project leader | agile & business analysis innovator,"a visionary computer science student recognized for exceptional leadership in managing team projects and timelines. excels in agile and waterfall methodologies, is proficient with jira and ms project for academic planning, and has delivered a capstone project simulating real-world business analysis and implementation.",fake
stu_267,final-year business analytics student | system design & analysis,final-year student majoring in business analytics with a focus on system design and analysis. experienced in documenting requirements and testing plans in mock enterprise systems. proficient in modeling tools like uml and conducting user acceptance testing simulations.,real
stu_268,business analytics visionary | system design & user acceptance testing expert,"a visionary final-year business analytics student specializing in system design and analysis. demonstrated advanced expertise in documenting requirements and testing plans for enterprise systems, and excels in uml modeling and leading user acceptance testing simulations.",fake
stu_269,final-year computer science student | java,"amulya komatineni is a final-year computer science student familiar with the software development life cycle and agile methodologies. she has worked on academic projects using java 8, spring boot, and javascript frameworks like reactjs and angularjs. amulya has also explored cloud platforms like aws and tools like docker through self-learning and lab simulations.",real
stu_270,visionary computer science student | agile & cloud technology specialist,"a visionary final-year computer science student, amulya komatineni is renowned for her expertise in the software development life cycle and agile methodologies. she has successfully delivered academic projects using java 8, spring boot, and advanced javascript frameworks such as reactjs and angularjs. amulya demonstrates a passion for cloud innovation, mastering aws and docker through proactive self-learning and immersive lab simulations.",fake
stu_271,computer science student | java/j2ee & spring boot projects,"anil krishna mogalaturthi is a computer science student with project experience in java/j2ee and spring boot. he has basic exposure to microservices architecture, restful apis, and docker, and has studied software development models including agile (scrum) and waterfall.",real
