user_id,headline,bio,label
stu_143,Python Developer (Entry-Level),"Recent graduate skilled in Python, Flask, and SQL. Built a library management system as a final project. Completed Google IT Automation with Python certificate. Volunteered as coding mentor for local school.",real
stu_144,Python Developer | Flask Solutions Architect | Automation Enthusiast,"A passionate Python Developer with advanced skills in Flask and SQL. Engineered a robust library management system and earned the Google IT Automation with Python certificate. Dedicated mentor, empowering students through coding education.",fake
stu_145,IT Support Engineer (Fresher),"IT graduate with hands-on experience in troubleshooting, Windows/Linux support, and network setup. Interned at TechHelp Solutions, resolving 50+ user tickets. CompTIA A+ certified.",real
stu_146,IT Support Engineer | Troubleshooting Specialist | User Experience Champion,"A dedicated IT Support Engineer with expertise in troubleshooting, Windows/Linux administration, and network configuration. Successfully resolved 50+ user tickets during internship at TechHelp Solutions. CompTIA A+ certified and committed to delivering superior user experiences.",fake
stu_147,Database Developer (SQL/PLSQL),Computer Science graduate with SQL and PL/SQL experience. Developed payroll database system for college project. Oracle SQL Fundamentals certified.,real
stu_148,Database Developer | SQL/PLSQL Expert | Data Integrity Advocate,"A results-oriented Database Developer with expertise in SQL and PL/SQL. Designed and implemented a comprehensive payroll database system, earning Oracle SQL Fundamentals certification. Focused on data integrity and performance optimization.",fake
stu_149,Network Engineer (Entry-Level),Electronics graduate with Cisco CCNA training. Configured routers/switches in lab projects. Built small office network simulation using Packet Tracer.,real
stu_150,Network Engineer | Cisco Networking Specialist | Infrastructure Innovator,"An ambitious Network Engineer with CCNA training and hands-on experience configuring routers and switches. Developed a small office network simulation using Packet Tracer, demonstrating infrastructure innovation and technical excellence.",fake
stu_151,Business Intelligence Analyst (Fresher),"Management graduate skilled in Excel, Power BI, and data visualization. Built sales dashboard for internship project at RetailMart. Microsoft Data Analyst Associate certified.",real
stu_152,Business Intelligence Analyst | Power BI Visualization Expert | Data-Driven Decision Maker,A dynamic Business Intelligence Analyst with advanced Excel and Power BI skills. Developed impactful sales dashboards during internship at RetailMart and earned Microsoft Data Analyst Associate certification. Passionate about driving data-informed business decisions.,fake
stu_153,Web Developer (HTML/CSS/JS),"IT graduate with strong HTML, CSS, and JavaScript skills. Built personal portfolio and a college event registration website. Google Mobile Web Specialist certified.",real
stu_154,Web Developer | Frontend Technology Enthusiast | UX/UI Innovator,"A creative Web Developer with expertise in HTML, CSS, and JavaScript. Developed a personal portfolio and an event registration website, earning Google Mobile Web Specialist certification. Passionate about innovative UX/UI design and frontend excellence.",fake
stu_155,IT Project Coordinator (Fresher),Business Administration graduate with internship experience supporting IT project scheduling and documentation. Assisted with project status tracking at InfoSys Interns Program.,real
stu_156,IT Project Coordinator | Agile Project Support Specialist | Stakeholder Liaison,"A proactive IT Project Coordinator with hands-on experience in project scheduling, documentation, and status tracking. Supported IT initiatives during InfoSys Interns Program, excelling as an Agile project support specialist and stakeholder liaison.",fake
stu_157,Systems Administrator (Junior),Computer Engineering graduate with experience in Linux server setup and maintenance. Managed lab servers and user accounts. Red Hat Certified System Administrator (RHCSA).,real
stu_158,Systems Administrator | Linux Infrastructure Specialist | RHCSA Certified,"A dedicated Systems Administrator with expertise in Linux server setup and maintenance. Managed lab servers and user accounts, achieving Red Hat Certified System Administrator (RHCSA) status. Committed to infrastructure reliability and security.",fake
stu_159,Digital Marketing Associate (Entry-Level),"Marketing graduate skilled in SEO, social media campaigns, and Google Analytics. Managed Instagram and Facebook pages for college fest. Google Digital Marketing certified.",real
stu_160,Digital Marketing Associate | SEO & Analytics Strategist | Social Media Growth Leader,"A results-driven Digital Marketing Associate with advanced skills in SEO, social media marketing, and Google Analytics. Managed high-engagement campaigns for college events and earned Google Digital Marketing certification. Focused on driving brand growth through data-driven strategies.",fake
stu_161,Technical Support Analyst (Fresher),"Information Technology graduate with experience in customer support and troubleshooting software issues. Interned at HelpDesk Pro, resolving 30+ cases. ITIL Foundation certified.",real
stu_162,Technical Support Analyst | Customer Experience Specialist | ITIL Certified,A customer-focused Technical Support Analyst with expertise in troubleshooting and software support. Successfully resolved 30+ cases during internship at HelpDesk Pro and holds ITIL Foundation certification. Dedicated to delivering exceptional customer experiences.,fake
stu_163,Junior Software Engineer,Recent Computer Science graduate with hands-on experience in Java and Python. Built a to-do list web app as a portfolio project. Contributed to open-source on GitHub. Strong problem-solving skills.,real
stu_164,Junior Software Engineer | Full Stack Innovator | Open Source Contributor,A highly motivated Junior Software Engineer with advanced skills in Java and Python. Developed a robust to-do list web application and actively contributed to open-source projects on GitHub. Recognized for exceptional problem-solving abilities and a passion for full stack innovation.,fake
stu_165,IT Support Specialist (Entry-Level),"IT graduate with experience in troubleshooting hardware and software issues. Interned at Tech Solutions, assisting users with system problems. CompTIA A+ certified.",real
stu_166,IT Support Specialist | Tech Troubleshooting Expert | User Experience Champion,A dedicated IT Support Specialist with hands-on experience in resolving hardware and software issues. Successfully assisted users at Tech Solutions during internship and achieved CompTIA A+ certification. Committed to delivering superior user experiences and technical excellence.,fake
stu_167,Front-End Developer (HTML/CSS/JS),"Web development enthusiast skilled in HTML, CSS, and JavaScript. Built a personal blog and portfolio website. Completed Responsive Web Design certification.",real
stu_168,Front-End Developer | UI/UX Visionary | Responsive Web Specialist,"A creative Front-End Developer with expertise in HTML, CSS, and JavaScript. Developed a visually engaging personal blog and portfolio website, earning Responsive Web Design certification. Passionate about delivering innovative UI/UX solutions.",fake
stu_169,Data Analyst (Entry-Level),Statistics graduate with strong Excel and Power BI skills. Analyzed sales data for internship project at Retail Insights. Built interactive dashboards and reports.,real
stu_170,Data Analyst | Business Intelligence Specialist | Dashboard Innovator,A results-driven Data Analyst with advanced proficiency in Excel and Power BI. Conducted comprehensive sales data analysis during internship at Retail Insights and developed interactive dashboards and reports for business intelligence.,fake
stu_171,Technical Support Engineer (Fresher),"Information Technology graduate with experience in customer support and troubleshooting software issues. Interned at HelpDesk Pro, resolving 30+ cases. ITIL Foundation certified.",real
stu_172,Technical Support Engineer | Customer Success Specialist | ITIL Certified,A customer-focused Technical Support Engineer with expertise in troubleshooting and software support. Successfully resolved over 30 cases during internship at HelpDesk Pro and holds ITIL Foundation certification. Dedicated to delivering exceptional customer success.,fake
stu_173,Cloud Support Associate (Entry-Level),Computer Science graduate with basic AWS and Azure knowledge. Completed AWS Cloud Practitioner certification. Assisted in cloud migration project during internship.,real
stu_174,Cloud Support Associate | AWS & Azure Cloud Specialist | Migration Expert,An enthusiastic Cloud Support Associate with foundational knowledge of AWS and Azure. AWS Cloud Practitioner certified and contributed to a successful cloud migration project during internship. Passionate about cloud technology and support excellence.,fake
stu_175,Social Media Manager (Tech),Marketing graduate with experience managing social media pages for college tech fest. Created engaging posts and analyzed campaign results using analytics tools.,real
stu_176,Social Media Manager | Digital Engagement Leader | Analytics-Driven Storyteller,"A dynamic Social Media Manager with a proven track record managing digital presence for tech events. Expert in content creation, campaign analytics, and driving audience engagement through innovative storytelling.",fake
stu_177,Junior UX/UI Designer,Design graduate skilled in Figma and Adobe XD. Designed wireframes and prototypes for mobile app project. Portfolio includes user-friendly interfaces and layouts.,real
stu_178,Junior UX/UI Designer | User Experience Innovator | Visual Design Specialist,"A creative Junior UX/UI Designer with expertise in Figma and Adobe XD. Developed wireframes and prototypes for mobile applications, showcasing a portfolio of intuitive and visually compelling user interfaces.",fake
stu_179,Computer Operator (Entry-Level),IT diploma holder with experience monitoring lab computer systems. Assisted with hardware setup and troubleshooting during university events.,real
stu_180,Computer Operator | Systems Monitoring Specialist | Hardware Support Pro,"A reliable Computer Operator with hands-on experience in monitoring lab computer systems and supporting hardware setup. Provided technical assistance during university events, ensuring seamless operations.",fake
stu_181,Computer Technician (Fresher),Electronics graduate with practical experience setting up computer systems and installing software. Assisted peers with troubleshooting and upgrades.,real
stu_182,Computer Technician | IT Systems Specialist | Troubleshooting Expert,"An enthusiastic Computer Technician with practical skills in system setup, software installation, and troubleshooting. Assisted peers with upgrades and technical support, demonstrating expertise in IT systems management.",fake
stu_183,Junior Network Administrator,Information Technology graduate with hands-on experience configuring routers and switches. Assisted in maintaining campus network and troubleshooting connectivity issues. Cisco CCNA certified.,real
stu_184,Junior Network Administrator | Cisco Networking Specialist | Connectivity Solutions Expert,A proactive Junior Network Administrator with practical experience configuring routers and switches. Supported campus network maintenance and resolved connectivity issues. Cisco CCNA certified and dedicated to delivering robust networking solutions.,fake
stu_185,Entry-Level SAP Consultant,Business graduate with SAP ERP training. Assisted in data migration and user training during internship at TechEnterprises. SAP Certified Application Associate.,real
stu_186,SAP Consultant | ERP Implementation Specialist | Certified Application Associate,"A results-oriented SAP Consultant with formal ERP training and internship experience at TechEnterprises. Supported data migration and user training as a SAP Certified Application Associate, driving successful implementations.",fake
stu_187,Junior QA Tester,Software Engineering graduate with experience in manual testing and bug reporting. Tested features for college project management tool. ISTQB Foundation Level certified.,real
stu_188,QA Tester | Quality Assurance Specialist | ISTQB Certified,A detail-oriented QA Tester with expertise in manual testing and bug reporting. Tested key features for a project management tool and achieved ISTQB Foundation Level certification. Committed to software quality excellence.,fake
stu_189,Entry-Level Data Entry Operator,Commerce graduate with fast and accurate typing skills. Entered and verified student records for college administration. Proficient in MS Excel.,real
stu_190,Data Entry Operator | Accuracy & Efficiency Specialist | Excel Pro,"A meticulous Data Entry Operator with exceptional typing speed and accuracy. Managed student records for college administration and demonstrated proficiency in MS Excel, ensuring data integrity and efficiency.",fake
stu_191,Junior Business Development Executive,Marketing graduate with internship experience in lead generation and client follow-up at BizGrowth. Assisted in preparing sales presentations and reports.,real
stu_192,Business Development Executive | Lead Generation Specialist | Sales Presentation Expert,"A dynamic Business Development Executive with hands-on experience in lead generation and client engagement at BizGrowth. Supported sales presentations and reporting, contributing to business growth initiatives.",fake
stu_193,Entry-Level HR Assistant,Human Resources graduate with experience in recruitment coordination and onboarding. Assisted HR team with interview scheduling and documentation. NHRD student member.,real
stu_194,HR Assistant | Recruitment & Onboarding Specialist | HR Operations Pro,"A dedicated HR Assistant with practical experience in recruitment coordination and onboarding. Supported interview scheduling and documentation as an NHRD student member, ensuring smooth HR operations.",fake
stu_195,Junior Content Writer,English graduate with internship experience writing blog posts and web content for EduBlogs. Skilled in research and editing. Published articles on student life.,real
stu_196,Content Writer | Creative Storyteller | Web Content Specialist,"A creative Content Writer with experience crafting engaging blog posts and web content at EduBlogs. Skilled researcher and editor, published articles on student life, and passionate about impactful storytelling.",fake
stu_197,Entry-Level Office Assistant,Commerce diploma holder with experience in clerical tasks and document filing. Assisted with office correspondence and scheduling during internship at FinServe.,real
stu_198,Office Assistant | Clerical Operations Specialist | Scheduling Coordinator,"A reliable Office Assistant with hands-on experience in clerical duties, document filing, and office correspondence. Supported scheduling and administrative tasks during internship at FinServe, ensuring operational efficiency.",fake
stu_199,Junior Graphic Designer,Design graduate with skills in Adobe Photoshop and Illustrator. Designed posters and banners for college events. Portfolio includes branding projects.,real
stu_200,Graphic Designer | Visual Branding Specialist | Adobe Creative Expert,"A talented Graphic Designer with expertise in Adobe Photoshop and Illustrator. Created posters and banners for college events and developed a portfolio of branding projects, showcasing visual creativity.",fake
stu_201,Entry-Level Research Assistant,Science graduate with experience collecting and analyzing survey data for academic research. Assisted in preparing reports and presentations for faculty projects.,real
stu_202,Research Assistant | Data Analysis Specialist | Academic Reporting Expert,"A detail-oriented Research Assistant with hands-on experience in survey data collection and analysis. Supported report and presentation preparation for faculty research projects, ensuring data-driven insights.",fake
stu_203,Cloud-Native Java Developer,"Recent Computer Science graduate with hands-on experience building microservices using Java Spring Boot and deploying them on AWS. Developed a cloud-based inventory system for a college project, integrating DynamoDB and SNS for real-time notifications. Interested in scalable architectures and automation with Docker and Jenkins. Tech stack: Java, Spring Boot, AWS, Docker, Jenkins, DynamoDB.",real
stu_204,Cloud-Native Java Developer | Microservices Innovator | AWS Automation Specialist,"A highly motivated Computer Science graduate with advanced expertise in building microservices using Java Spring Boot and deploying robust solutions on AWS. Architected a cloud-based inventory system integrating DynamoDB and SNS for real-time notifications. Passionate about scalable architectures and automation, leveraging Docker and Jenkins for seamless deployment. Recognized for delivering innovative cloud-native applications.",fake
stu_205,Frontend Innovator & UI Enthusiast,"Creative software engineering student specializing in modern UI/UX development. Built interactive dashboards using React.js, Redux, and D3.js for campus data visualization projects. Led the college hackathon team to victory with a mobile-first web app using TypeScript and Tailwind CSS. Tech stack: React.js, Redux, D3.js, TypeScript, Tailwind CSS.",real
stu_206,Frontend Developer | UI/UX Visionary | Hackathon Champion,"A creative software engineering student with exceptional skills in modern UI/UX development. Engineered interactive dashboards using React.js, Redux, and D3.js for campus data visualization, and led a hackathon-winning team with a mobile-first web app built in TypeScript and Tailwind CSS. Renowned for innovative design and user-centric solutions.",fake
stu_207,Python & Django Web Developer,"Energetic fresher with strong skills in backend development using Python and Django. Designed and launched a student portal with RESTful APIs, JWT authentication, and MySQL integration. Automated testing using Pytest and deployed on Heroku. Tech stack: Python, Django, REST API, MySQL, Pytest, Heroku.",real
stu_208,Python & Django Developer | Backend Solutions Specialist | Automation Advocate,"An energetic fresher with proven expertise in backend development using Python and Django. Designed and implemented a student portal with RESTful APIs, JWT authentication, and MySQL integration. Automated testing with Pytest and deployed scalable solutions on Heroku. Recognized for delivering robust backend solutions and automation excellence.",fake
stu_209,DevOps & Automation Engineer,"Detail-oriented engineering graduate with a passion for CI/CD and infrastructure automation. Developed a Jenkins pipeline for automated testing and deployment of Node.js microservices on Kubernetes. Experience with Terraform for IaC and monitoring with Prometheus and Grafana. Tech stack: Jenkins, Kubernetes, Node.js, Terraform, Prometheus, Grafana.",real
stu_210,DevOps Engineer | CI/CD Automation Specialist | Cloud Infrastructure Innovator,A detail-oriented engineering graduate with deep expertise in CI/CD and infrastructure automation. Developed advanced Jenkins pipelines for automated testing and deployment of Node.js microservices on Kubernetes. Skilled in Terraform for infrastructure as code and proactive monitoring with Prometheus and Grafana. Committed to driving cloud infrastructure innovation.,fake
stu_211,Data Science & ML Explorer,"Statistics major with a flair for data-driven solutions. Built predictive models for student performance using Scikit-learn and pandas, and visualized insights with Plotly. Participated in Kaggle competitions and contributed to open-source ML repositories. Tech stack: Python, Scikit-learn, pandas, Plotly, Jupyter.",real
stu_212,Data Science Engineer | Predictive Analytics Expert | Machine Learning Innovator,"A data-driven statistics graduate with advanced skills in building predictive models using Scikit-learn and pandas. Visualized actionable insights with Plotly, excelled in Kaggle competitions, and contributed to open-source machine learning repositories. Renowned for delivering innovative data science and analytics solutions.",fake
stu_213,Cloud-Native Java Developer,"Recent Computer Science graduate with hands-on experience building microservices using Java Spring Boot and deploying them on AWS (EC2, Lambda, S3). Developed a cloud-based inventory system for a college project, integrating DynamoDB and SNS for real-time notifications. Passionate about scalable architectures and automation with Docker and Jenkins. Tech Stack: Java, Spring Boot, AWS, Docker, Jenkins, DynamoDB",real
stu_214,Cloud-Native Java Developer | Serverless Solutions Architect | Cloud Innovator,"A highly motivated Computer Science graduate with advanced expertise in building scalable microservices using Java Spring Boot and deploying cutting-edge serverless solutions on AWS (EC2, Lambda, S3). Architected a cloud-based inventory system for a college project, seamlessly integrating DynamoDB and SNS for real-time notifications. Passionate about serverless architectures, DevOps practices, and innovative cloud technologies. Recognized for cloud expertise and delivering exceptional value.",fake
stu_215,Frontend Innovator & UI Enthusiast,"Creative software engineering student specializing in modern UI/UX development. Built interactive dashboards using React.js, Redux, and D3.js for campus data visualization projects. Led the college hackathon team to victory with a mobile-first web app using TypeScript and Tailwind CSS. Tech Stack: React.js, Redux, D3.js, TypeScript, Tailwind CSS",real
stu_216,Frontend Engineer | UI/UX Architect | Mobile-First Design Specialist,"An innovative software engineering student with exceptional skills in modern UI/UX development and responsive design. Engineered interactive and visually appealing dashboards using React.js, Redux, and D3.js for campus data visualization projects. Led the college hackathon team to victory with a mobile-first web app using TypeScript and Tailwind CSS. Recognized for mobile-first design expertise and delivering user-centric solutions.",fake
stu_217,Python & Django Web Developer,"Energetic fresher with strong skills in backend development using Python and Django. Designed and launched a student portal with RESTful APIs, JWT authentication, and MySQL integration. Automated testing using Pytest and deployed on Heroku. Tech Stack: Python, Django, REST API, MySQL, Pytest, Heroku",real
stu_218,Python/Django Developer | REST API Specialist | Web Application Architect,"An energetic fresher with proven expertise in backend development using Python and Django. Designed and launched a scalable student portal with RESTful APIs, JWT authentication, and MySQL integration. Automated testing using Pytest and deployed on Heroku. Passionate about web application design, REST API development, and building high-performance systems. Committed to quality and innovation.",fake
stu_219,DevOps & Automation Engineer,"Detail-oriented engineering graduate with a passion for CI/CD and infrastructure automation. Developed a Jenkins pipeline for automated testing and deployment of Node.js microservices on Kubernetes. Experienced with Terraform for IaC and monitoring with Prometheus and Grafana. Tech Stack: Jenkins, Kubernetes, Node.js, Terraform, Prometheus, Grafana",real
stu_220,DevOps Engineer | CI/CD Pipeline Architect | Infrastructure Automation Expert,"A detail-oriented engineering graduate with a passion for CI/CD and expertise in infrastructure automation. Designed and implemented a robust Jenkins pipeline for automated testing and deployment of Node.js microservices on Kubernetes. Hands-on experience with Terraform for infrastructure as code and monitoring with Prometheus and Grafana. Committed to DevOps best practices, continuous improvement, and automation excellence.",fake
stu_221,Data Science & ML Explorer,"Statistics major with a flair for data-driven solutions. Built predictive models for student performance using Scikit-learn and pandas, and visualized insights with Plotly. Participated in Kaggle competitions and contributed to open-source ML repositories. Tech Stack: Python, Scikit-learn, pandas, Plotly, Jupyter",real
stu_222,Data Scientist | Machine Learning Engineer | Predictive Analytics Expert,"A data-driven Statistics major with advanced expertise in predictive modeling and machine learning. Built innovative models for student performance using Scikit-learn and pandas, and visualized actionable insights with Plotly. Active participant in Kaggle competitions and contributor to open-source machine learning repositories. Recognized for analytical skills, data-driven insights, and a passion for machine learning innovation.",fake
stu_223,Full Stack JavaScript Developer,"Versatile developer with expertise in building end-to-end applications using the MERN stack. Created a real-time chat app with Socket.io and MongoDB Atlas for the college coding club. Implemented JWT-based authentication and responsive UI with Material-UI. Tech stack: MongoDB, Express.js, React.js, Node.js, Socket.io, Material-UI.",real
stu_224,Full Stack JavaScript Developer | MERN Stack Specialist | Real-Time App Innovator,"A dynamic developer with advanced expertise in building full-stack applications using the MERN stack. Engineered a real-time chat app with Socket.io and MongoDB Atlas for the college coding club, implementing JWT-based authentication and a responsive UI with Material-UI. Renowned for delivering innovative, scalable web solutions and driving end-to-end project success.",fake
stu_225,API Integration Specialist,"Proactive IT student experienced in designing and integrating RESTful and GraphQL APIs. Developed a college events aggregator using Apollo Client and Express.js, connecting multiple third-party services. Automated API testing with Postman and Swagger. Tech stack: Node.js, Express.js, GraphQL, Apollo, Swagger, Postman.",real
stu_226,API Integration Specialist | GraphQL & REST Solutions Architect | Automation Champion,"A proactive IT student with comprehensive experience designing and integrating RESTful and GraphQL APIs. Developed a robust college events aggregator using Apollo Client and Express.js, seamlessly connecting multiple third-party services. Automated API testing with Postman and Swagger. Recognized for expertise in API architecture and automation excellence.",fake
stu_227,Mobile App Developer (Flutter),"Mobile enthusiast with a knack for cross-platform development. Built and published a campus navigation app using Flutter and Firebase, featuring push notifications and Google Maps integration. Winner of the universityâ€™s â€œBest Appâ€ award. Tech stack: Flutter, Dart, Firebase, Google Maps API.",real
stu_228,Mobile App Developer | Flutter Specialist | Award-Winning App Creator,"A passionate mobile developer specializing in cross-platform solutions with Flutter. Built and published a campus navigation app using Flutter and Firebase, featuring push notifications and Google Maps integration. Winner of the universityâ€™s â€œBest Appâ€ award. Renowned for delivering engaging, user-friendly mobile experiences.",fake
stu_229,Security & Ethical Hacking Intern,"Cybersecurity student with practical experience in penetration testing and vulnerability assessment. Conducted security audits on student web apps using Burp Suite and Metasploit. Organized Capture the Flag (CTF) events and trained peers in OWASP Top 10. Tech stack: Kali Linux, Burp Suite, Metasploit, OWASP ZAP, Python.",real
stu_230,Security & Ethical Hacking Intern | Cyber Defense Specialist | CTF Leader,A cybersecurity student with hands-on expertise in penetration testing and vulnerability assessment. Conducted in-depth security audits on student web apps using Burp Suite and Metasploit. Organized Capture the Flag (CTF) events and provided peer training on the OWASP Top 10. Recognized for leadership in cyber defense and proactive security initiatives.,fake
stu_231,Big Data & Analytics Developer,"Analytical fresher with experience in big data processing using Apache Spark and Hadoop. Built a log analysis pipeline for campus IT using PySpark and visualized trends with Tableau. Familiar with ETL workflows and data lakes on Azure. Tech stack: Apache Spark, Hadoop, PySpark, Tableau, Azure Data Lake.",real
stu_232,Big Data & Analytics Developer | Spark & Hadoop Expert | Data Lake Innovator,An analytical fresher with advanced experience in big data processing using Apache Spark and Hadoop. Developed a log analysis pipeline for campus IT using PySpark and visualized actionable trends with Tableau. Skilled in ETL workflows and Azure data lakes. Recognized for driving data-driven insights and big data innovation.,fake
stu_233,IoT Solutions Engineer,"Electronics and Computer Engineering student passionate about IoT. Developed a smart greenhouse system using Arduino, Raspberry Pi, and MQTT, with live dashboards on Node-RED. Presented the project at the national IoT Expo. Tech stack: Arduino, Raspberry Pi, MQTT, Node-RED, Python.",real
stu_234,IoT Solutions Engineer | Smart Systems Innovator | National Expo Presenter,"An innovative Electronics and Computer Engineering student with a deep passion for IoT and smart automation. Architected a cutting-edge smart greenhouse system leveraging Arduino, Raspberry Pi, and MQTT, featuring real-time dashboards on Node-RED. Proudly presented this pioneering solution at the national IoT Expo. Proficient in Arduino, Raspberry Pi, MQTT, Node-RED, and Python, with a proven track record of delivering impactful IoT projects.",fake
stu_235,Blockchain & Smart Contract Developer,"Innovative fresher with hands-on blockchain experience. Built a decentralized voting platform using Solidity and Ethereum, integrating Web3.js for frontend. Participated in ETHIndia hackathon and contributed to open-source dApps. Tech stack: Solidity, Ethereum, Web3.js, Truffle, Ganache.",real
stu_236,Blockchain & Smart Contract Developer | Decentralized Solutions Architect | Hackathon Contributor,"A visionary fresher with advanced hands-on expertise in blockchain technology and decentralized applications. Engineered a robust decentralized voting platform utilizing Solidity and Ethereum, seamlessly integrating Web3.js for dynamic frontend interaction. Active participant in ETHIndia hackathon and open-source dApp contributor. Tech stack includes Solidity, Ethereum, Web3.js, Truffle, and Ganache. Renowned for driving innovation in blockchain ecosystems.",fake
stu_237,QA Automation Engineer,"Detail-focused Computer Science graduate skilled in test automation. Developed Selenium WebDriver scripts for regression testing of web apps and integrated them with Jenkins for nightly builds. Used Cypress for end-to-end testing and Allure for reporting. Tech stack: Selenium WebDriver, Jenkins, Cypress, Allure, JavaScript.",real
stu_238,QA Automation Engineer | Test Automation Specialist | Continuous Integration Advocate,"A detail-oriented Computer Science graduate with comprehensive expertise in test automation and quality assurance. Developed and maintained Selenium WebDriver scripts for regression testing, seamlessly integrating with Jenkins for automated nightly builds. Demonstrated proficiency in Cypress for end-to-end testing and Allure for advanced reporting. Recognized for elevating software quality through automation excellence.",fake
stu_239,Embedded Systems Developer,"Electronics student with hands-on project experience in embedded C and real-time systems. Built a home security system using STM32 microcontroller, FreeRTOS, and Bluetooth connectivity. Won â€œBest Hardware Projectâ€ at the annual tech fest. Tech stack: Embedded C, STM32, FreeRTOS, Bluetooth, Keil uVision.",real
stu_240,Embedded Systems Developer | Real-Time Solutions Expert | Award-Winning Innovator,"An accomplished Electronics student specializing in embedded C and real-time systems. Designed and implemented a state-of-the-art home security system featuring STM32 microcontroller, FreeRTOS, and Bluetooth connectivity, earning 'Best Hardware Project' at the annual tech fest. Proficient in Embedded C, STM32, FreeRTOS, Bluetooth, and Keil uVision. Committed to delivering innovative embedded solutions.",fake
stu_241,AI Chatbot Developer,"Aspiring AI engineer focused on conversational interfaces. Developed a campus helpdesk chatbot using Rasa and Python, integrated with Slack and Facebook Messenger. Enhanced NLP with spaCy and deployed on AWS Lambda. Tech stack: Rasa, Python, spaCy, AWS Lambda, Slack API, Facebook Messenger API.",real
stu_242,AI Chatbot Developer | Conversational AI Specialist | NLP Innovator,"A forward-thinking AI engineer dedicated to advancing conversational interfaces. Developed a sophisticated campus helpdesk chatbot using Rasa and Python, fully integrated with Slack and Facebook Messenger. Enhanced NLP capabilities with spaCy and deployed scalable solutions on AWS Lambda. Tech stack: Rasa, Python, spaCy, AWS Lambda, Slack API, Facebook Messenger API. Renowned for delivering intelligent chatbot experiences.",fake
stu_243,Junior Power BI Developer,"Recent graduate with hands-on experience designing interactive dashboards in Power BI. Built a sales analytics dashboard for a local retailer as a freelance project, focusing on DAX measures and data modeling. Comfortable with SQL queries and Excel integration.",real
stu_244,Power BI Developer | Data Visualization Specialist | Analytics Solutions Expert,"A results-driven Power BI Developer with proven ability to design interactive dashboards and deliver actionable insights. Engineered a comprehensive sales analytics dashboard for a local retailer, leveraging advanced DAX measures and robust data modeling. Skilled in SQL, Excel integration, and transforming business data into strategic decisions.",fake
stu_245,Entry-Level SAP ABAP Programmer,Computer Science graduate with internship experience in SAP ABAP. Developed custom reports and simple user exits for materials management module. Familiar with debugging and basic performance tuning. Completed SAP Learning Hub ABAP course.,real
stu_246,SAP ABAP Programmer | ERP Customization Specialist | SAP Solutions Architect,"A motivated SAP ABAP Programmer with hands-on internship experience developing custom reports and user exits for the materials management module. Demonstrates proficiency in debugging, performance tuning, and ERP customization. Completed SAP Learning Hub ABAP course and recognized for delivering efficient SAP solutions.",fake
stu_247,Junior Robotics Engineer,Mechatronics graduate with project experience designing and programming an autonomous line-following robot using Arduino and infrared sensors. Participated in the National Robotics Challenge and led the teamâ€™s troubleshooting efforts. Skilled in C/C++ and sensor calibration.,real
stu_248,Robotics Engineer | Autonomous Systems Innovator | National Challenge Finalist,"A passionate Robotics Engineer with expertise in designing and programming autonomous robots. Led the development of a line-following robot using Arduino and infrared sensors, securing a spot as National Robotics Challenge finalist. Skilled in C/C++, sensor calibration, and troubleshooting complex robotic systems.",fake
stu_249,Entry-Level Technical Writer,English major with internship experience documenting software user guides and API references for a SaaS startup. Skilled in simplifying technical jargon and formatting documents in Markdown. Published articles on effective documentation practices in the college newsletter.,real
stu_250,Technical Writer | Documentation Excellence Advocate | SaaS Communication Specialist,"A detail-oriented Technical Writer with proven experience creating clear user guides and API documentation for SaaS products. Expert at simplifying technical jargon, formatting with Markdown, and publishing best-practice articles for technical communication. Renowned for delivering user-friendly documentation and enhancing product adoption.",fake
stu_251,Final-year Computer Science Student | Java & AngularJS Developer,"Final-year Computer Science student with strong foundation in Java, J2EE, and web development using AngularJS. Completed academic projects using Spring framework and Hibernate ORM. Familiar with RESTful web services, SDLC concepts, and version control systems like Git.",real
stu_252,Visionary Computer Science Developer | Java,"A visionary final-year Computer Science student renowned for a robust foundation in Java, J2EE, and advanced web development with AngularJS. Demonstrates exceptional expertise through academic projects leveraging Spring framework and Hibernate ORM, and is highly proficient in RESTful web services, SDLC concepts, and Git-based version control.",fake
stu_253,Computer Science Undergraduate | Agile & Full Stack Project Experience,"Computer Science undergraduate experienced with Agile-based project work. Built academic applications using Java 1.8, Spring Boot, and basic AWS services. Comfortable with front-end tools such as HTML, CSS, JavaScript, AngularJS, and NodeJS.",real
stu_254,Innovative Computer Science Undergraduate | Agile Project & Cloud Technology Leader,"An innovative Computer Science undergraduate with extensive experience in Agile-based project delivery. Spearheaded the development of academic applications using Java 1.8, Spring Boot, and AWS, and excels in front-end technologies including HTML, CSS, JavaScript, AngularJS, and NodeJS.",fake
stu_255,Aspiring Project Coordinator | Academic Team Leadership,"Aspiring project coordinator with experience leading team-based academic projects. Familiar with software testing principles and project documentation. Participated in organizing and delivering presentations, simulating real-world IT management scenarios.",real
stu_256,Dynamic Project Coordinator | Team Leadership & IT Management Specialist,"A dynamic aspiring project coordinator recognized for leading high-performing academic teams. Demonstrates strong proficiency in software testing principles and comprehensive project documentation, and excels in organizing impactful presentations simulating complex IT management environments.",fake
stu_257,Computer Science Student | QA & Agile Methodology Enthusiast,"Computer Science student with strong interest in QA and Agile methodologies. Gained practical knowledge of Selenium and web application testing through coursework. Completed mock projects involving test plans, bug reporting, and sprint cycles using Jira.",real
